ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
4699	113_horse	horse	Namuyi	Namuyi	mo⁵³	mo⁵³	m o ⁵³	namu1246	615	28.59	101.9		4 7 8	AXT	MU3	26	26.M.C 26.U.V 26.3.T	1.6 3.0 1.0	mo⁵³	0	2761	m - o - ⁵³
4700	113_horse	horse	ShixingXumi	Shixing [Xumi]	rɔ³⁵̃	rɔ³⁵	r ɔ ³⁵	shix1238	615	28.39	100.4		5 7 8	AXT	RU2	35	35.R.C 35.U.V 35.2.T	1.6 3.0 1.0	rɔ³⁵	0	2764	r ɔ - ³⁵
4701	113_horse	horse	YiXide	Yi (Xide)	m̩u³³	mu³³	m u ³³	sich1238	615	28.19	102.12		4 7 8	AXT	MY4	48	48.M.C 48.Y.V 48.4.T	1.6 3.0 1.0	mu³³	0	2761	m - u - ³³
4702	113_horse	horse	YiDafang	Yi (Dafang)	m̩u³³	mu³³	m u ³³	wusa1235	615	25.77	102.37		4 7 8	AXT	MY4	44	44.M.C 44.Y.V 44.4.T	1.6 3.0 1.0	mu³³	0	2761	m - u - ³³
4703	113_horse	horse	YiNanjian	Yi (Nanjian)	a⁵⁵ m̩u̪²¹	a⁵⁵_mu̪²¹	a ⁵⁵ + m u̪/u ²¹	xish1235	615	24.87	100.71		7 8 9 4 7 8	XT_AXT	A5_MY3	47	47.A.V 47.5.T 47._._ 47.M.C 47.Y.V 47.3.T	3.0 1.0 0.0 1.6 3.0 1.0	a⁵⁵+mu̪/u²¹	0	2767 2761	a ⁵⁵ + m - u̪/u - ²¹
4704	113_horse	horse	YiNanhua	Yi (Nanhua)	mu²¹	mu²¹	m u ²¹	lolo1259	615	25.5	101.3		4 7 8	AXT	MY3	46	46.M.C 46.Y.V 46.3.T	1.6 3.0 1.0	mu²¹	0	2761	m - u - ²¹
4705	113_horse	horse	YiMile	Yi (Mile)	mo²¹	mo²¹	m o ²¹		615				4 7 8	AXT	MU3	45	45.M.C 45.U.V 45.3.T	1.6 3.0 1.0	mo²¹	0	2761	m - o - ²¹
4706	113_horse	horse	MojiangYi	Yi (Mojiang)	mo³³	mo³³	m o ³³	yuan1242	615				4 7 8	AXT	MU4	24	24.M.C 24.U.V 24.4.T	1.6 3.0 1.0	mo³³	0	2761	m - o - ³³
4707	113_horse	horse	Liso	Lisu	a⁵⁵ mo³¹	a⁵⁵_mo³¹	a ⁵⁵ + m o ³¹	lisu1250	615	26.91	98.94		7 8 9 4 7 8	XT_AXT	A5_MU3	20	20.A.V 20.5.T 20._._ 20.M.C 20.U.V 20.3.T	3.0 1.0 0.0 1.6 3.0 1.0	a⁵⁵+mo³¹	0	2767 2761	a ⁵⁵ + m - o - ³¹
4708	113_horse	horse	LijangNaxi	Naxi (Lijiang)	ʐuɑ³³	ʐuɑ³³	ʐ w ɑ ³³	naxi1246	615	27.46	100.18		3 6 7 8	ACXT	SWA4	19	19.S.C 19.W.C 19.A.V 19.4.T	1.6 1.2 3.0 1.0	ʐwɑ³³	0	2768	ʐ w ɑ ³³
4709	113_horse	horse	YongningNaxi	Naxi (Yongning)	ʐua³³	ʐua³³	ʐ w a ³³	naxi1246	615	27.46	100.18		3 6 7 8	ACXT	SWA4	49	49.S.C 49.W.C 49.A.V 49.4.T	1.6 1.2 3.0 1.0	ʐwa³³	0	2768	ʐ w a ³³
4710	113_horse	horse	BikaHani	Hani (Bika)	mu³¹	mu³¹	m u ³¹		615				4 7 8	AXT	MY3	3	3.M.C 3.Y.V 3.3.T	1.6 3.0 1.0	mu³¹	0	2761	m - u - ³¹
4711	113_horse	horse	HayaHani	Hani (Haya)	mo³¹	mo³¹	m o ³¹		615				4 7 8	AXT	MU3	12	12.M.C 12.U.V 12.3.T	1.6 3.0 1.0	mo³¹	0	2761	m - o - ³¹
4712	113_horse	horse	HaobaiHani	Hani (Haobai)	ɔ³¹ mu³¹	ɔ³¹_mu³¹	ɔ ³¹ + m u ³¹		615				7 8 9 4 7 8	XT_AXT	U3_MY3	11	11.U.V 11.3.T 11._._ 11.M.C 11.Y.V 11.3.T	3.0 1.0 0.0 1.6 3.0 1.0	ɔ³¹+mu³¹	0	2767 2761	ɔ ³¹ + m - u - ³¹
4713	113_horse	horse	Lahu	Lahu	i³⁵ mu⁵³	i³⁵_mu⁵³	i ³⁵ + m u ⁵³	lahu1253	615	21.27	100.21		7 8 9 4 7 8	XT_AXT	I2_MY3	17	17.I.V 17.2.T 17._._ 17.M.C 17.Y.V 17.3.T	3.0 1.0 0.0 1.6 3.0 1.0	i³⁵+mu⁵³	0	2767 2761	i ³⁵ + m - u - ⁵³
4714	113_horse	horse	Jinou	Jinuo	mjo³³	mjo³³	m j o ³³	youl1235	615	22.05	101.06		4 6 7 8	ACXT	MJU4	16	16.M.C 16.J.C 16.U.V 16.4.T	1.6 1.2 3.0 1.0	mjo³³	0	2761	m j o - ³³
4715	113_horse	horse	DaliBai	Bai (Dali)	meʴ³³	meʴ³³	m e˞ ³³	sout2730	615	25.52	100.29		4 7 8	AXT	ME4	5	5.M.C 5.E.V 5.4.T	1.6 3.0 1.0	me˞³³	0	2761	m - e˞ - ³³
4716	113_horse	horse	JianchuanBai	Bai (Jianchuan)	mɛ³³	mɛ³³	m ɛ ³³	cent2004	615	26.17	99.71		4 7 8	AXT	ME4	14	14.M.C 14.E.V 14.4.T	1.6 3.0 1.0	mɛ³³	0	2761	m - ɛ - ³³
4717	113_horse	horse	BijangBai	Bai (Bijiang)	mo³³	mo³³	m o ³³	nort2724	615	26.93	99.66		4 7 8	AXT	MU4	2	2.M.C 2.U.V 2.4.T	1.6 3.0 1.0	mo³³	0	2761	m - o - ³³
4718	113_horse	horse	Tuja	Tujia	ma⁵³	ma⁵³	m a ⁵³	nort2732	615	29.3	109.76		4 7 8	AXT	MA3	42	42.M.C 42.A.V 42.3.T	1.6 3.0 1.0	ma⁵³	0	2761	m - a - ⁵³
4719	113_horse	horse	WrittenBurmese	Burmese (Written)	mrɑŋ³	mrɑŋ³	m r ɑ ŋ ³	nucl1310	615	20.79	93.97		4 5 7 4 8	ACXLT	MRAN6	43	43.M.C 43.R.C 43.A.V 43.N.c 43.6.T	1.6 1.2 3.0 1.1 1.0	mrɑŋ³	0	2770	m r ɑ ŋ ³
4720	113_horse	horse	SpokenBurmese	Burmese (Rangoon)	mjĩ⁵⁵	mjĩ⁵⁵	m j ĩ ⁵⁵	nucl1310	615	20.79	93.97		4 6 7 8	ACXT	MJI5	36	36.M.C 36.J.C 36.I.V 36.5.T	1.6 1.2 3.0 1.0	mjĩ⁵⁵	0	2761	m j ĩ - ⁵⁵
4721	113_horse	horse	Achang	Achang (Longchuan)	m̥ʐaŋ³¹	mʐaŋ³¹	m ʐ a ŋ ³¹	acha1249	615	24.35	97.74		4 3 7 4 8	ACYLT	MSAN3	1	1.M.C 1.S.C 1.A.V 1.N.c 1.3.T	1.6 1.2 3.0 1.1 1.0	mʐaŋ³¹	0	2760	m ʐ a ŋ ³¹
4722	113_horse	horse	Zaiwa	Zaiwa [Atsi]	mjaŋ²¹	mjaŋ²¹	m j a ŋ ²¹	zaiw1241	615	24.17	98.36		4 6 7 4 8	ACXLT	MJAN3	50	50.M.C 50.J.C 50.A.V 50.N.c 50.3.T	1.6 1.2 3.0 1.1 1.0	mjaŋ²¹	0	2761	m j a ŋ ²¹
4723	113_horse	horse	LhaoVo	Langsu [Maru]	mjɔ³⁵̃	mjɔ³⁵	m j ɔ ³⁵	maru1249	615	24.94	99.83		4 6 7 8	ACXT	MJU2	18	18.M.C 18.J.C 18.U.V 18.2.T	1.6 1.2 3.0 1.0	mjɔ³⁵	1	2761	m j ɔ - ³⁵
4724	113_horse	horse	Nung	Nu (Fugong) [Anong]	mɛ³¹	mɛ³¹	m ɛ ³¹	nung1282	615	27.29	98.73		4 7 8	AXT	ME3	27	27.M.C 27.E.V 27.3.T	1.6 3.0 1.0	mɛ³¹	0	2761	m - ɛ - ³¹
4725	113_horse	horse	Nusu	Nu (Bijiang) [Nusu]	mɹɯ³¹ lɑ⁵⁵	mɹɯ³¹_lɑ⁵⁵	m ɹ ɯ ³¹ + l ɑ ⁵⁵	nusu1239	615	26.73	98.88		4 5 7 8 9 5 7 8	ACXT_AXT	MRI3_LA5	28	28.M.C 28.R.C 28.I.V 28.3.T 28._._ 28.L.C 28.A.V 28.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	mɹɯ³¹+lɑ⁵⁵	0	2770 2771	m ɹ ɯ - ³¹ + l ɑ ⁵⁵
4726	113_horse	horse	Derung	Trung	mɯ³¹ gɯ⁵³	mɯ³¹_gɯ⁵³	m ɯ ³¹ + g ɯ ⁵³	drun1238	615	28.01	98.49		4 7 8 9 1 7 8	AXT_AXT	MI3_KI3	6	6.M.C 6.I.V 6.3.T 6._._ 6.K.C 6.I.V 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mɯ³¹+gɯ⁵³	0	2761 2763	m - ɯ - ³¹ + g ɯ - ⁵³
4727	113_horse	horse	Jingpho	Jingpho	kum³¹ ʒa³¹	kum³¹_ʒa³¹	k u m ³¹ + ʒ a ³¹	jing1260	615	25.46	97.33		1 7 4 8 9 3 7 8	AXLT_AXT	KYM3_SA3	15	15.K.C 15.Y.V 15.M.c 15.3.T 15._._ 15.S.C 15.A.V 15.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	kum³¹+ʒa³¹	0	2763 2762	k u m ³¹ + ʒ - - a ³¹
4728	113_horse	horse	Miju	Deng (Kaman) [Miju]	pɑ³¹ xoŋ³⁵	pɑ³¹_xoŋ³⁵	p ɑ ³¹ + x o ŋ ³⁵	miju1243	615	28.47	97.04		1 7 8 9 3 7 4 8	AXT_AXLT	PA3_GUN2	23	23.P.C 23.A.V 23.3.T 23._._ 23.G.C 23.U.V 23.N.c 23.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	pɑ³¹+xoŋ³⁵	0	2766 2760	p - ɑ ³¹ + - x o ŋ ³⁵
4729	113_horse	horse	DigaroMishmi	Deng(Darang) [Taraon]	mɑ³¹ ɹoŋ⁵⁵	mɑ³¹_ɹoŋ⁵⁵	m ɑ ³¹ + ɹ o ŋ ⁵⁵	diga1241	615	28.5	96.88		4 7 8 9 5 7 4 8	AXT_AXLT	MA3_RUN5	7	7.M.C 7.A.V 7.3.T 7._._ 7.R.C 7.U.V 7.N.c 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	mɑ³¹+ɹoŋ⁵⁵	0	2761 2764	m - ɑ - ³¹ + ɹ o ŋ ⁵⁵
4730	113_horse	horse	IduMishmi	Lhoba (yidu) [Idu]	mɑ⁵⁵ ɹoŋ⁵³	mɑ⁵⁵_ɹoŋ⁵³	m ɑ ⁵⁵ + ɹ o ŋ ⁵³	idum1241	615	29.45	95.65		4 7 8 9 5 7 4 8	AXT_AXLT	MA5_RUN3	13	13.M.C 13.A.V 13.5.T 13._._ 13.R.C 13.U.V 13.N.c 13.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	mɑ⁵⁵+ɹoŋ⁵³	0	2761 2764	m - ɑ - ⁵⁵ + ɹ o ŋ ⁵³
4731	113_horse	horse	Bokar	Lhoba (Bokar) [Bokar]	ɕə kɯ	ɕə_kɯ	ɕ ə + k ɯ	boka1249	615	28.37	94.04		3 7 9 1 7	AX_AX	SE_KI	4	4.S.C 4.E.V 4._._ 4.K.C 4.I.V	2.0 1.5 0.0 2.0 1.5	ɕə+kɯ	0	2762 2763	ɕ - - ə - + k ɯ - -
4732	113_horse	horse	Puroik	Luoba (Sulung) [Puroik]	ɕi³³ chəʴ³³	ɕi³³_chəʴ³³	ɕ i ³³ + cʰ ə˞ ³³	puro1234	615	27.32	92.38		3 7 8 9 1 7 8	AXT_AXT	SI4_CE4	31	31.S.C 31.I.V 31.4.T 31._._ 31.C.C 31.E.V 31.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɕi³³+cʰə˞³³	0	2762 2769	ɕ - - i ³³ + cʰ ə˞ ³³
4225	883_hot	hot	TibetanWritten	Tibetan (Written)	tsha po	tsha_po	tsʰ a + p o	clas1254	1286	29.24	92.01		2 7 9 1 7	AX_AX	CA_PU	39	39.C.C 39.A.V 39._._ 39.P.C 39.U.V	2.0 1.5 0.0 2.0 1.5	tsʰa+po	0	2829 2825	tsʰ a - - + p o -
4226	883_hot	hot	TibetanLhasa	Tibetan (Lhasa)	tsha⁵³ po⁵³	tsha⁵³_po⁵³	tsʰ a ⁵³ + p o ⁵³	tibe1272	1286	28.37	90.19		2 7 8 9 1 7 8	AXT_AXT	CA3_PU3	38	38.C.C 38.A.V 38.3.T 38._._ 38.P.C 38.U.V 38.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsʰa⁵³+po⁵³	0	2829 2825	tsʰ a - ⁵³ + p o ⁵³
4227	883_hot	hot	TibetanDege	Tibetan (Dege)	tsha⁵⁵ ɕi⁵³	tsha⁵⁵_ɕi⁵³	tsʰ a ⁵⁵ + ɕ i ⁵³	kham1282	1286	31.93	91.71		2 7 8 9 3 7 8	AXT_AXT	CA5_SI3	37	37.C.C 37.A.V 37.5.T 37._._ 37.S.C 37.I.V 37.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsʰa⁵⁵+ɕi⁵³	0	2829 2834	tsʰ a - ⁵⁵ + ɕ - i ⁵³
4228	883_hot	hot	TibetanXiahe	Tibetan (Xiahe)	tsha nde	tsha_nde	tsʰ a + ⁿd e	amdo1237	1286	34.52	100.48		2 7 9 1 7	AX_AX	CA_TE	40	40.C.C 40.A.V 40._._ 40.T.C 40.E.V	2.0 1.5 0.0 2.0 1.5	tsʰa+ⁿde	0	2829 2831	tsʰ a - - + ⁿd e -
4229	883_hot	hot	TibetanZeku	Tibetan (Zeku)	tsha ndi	tsha_ndi	tsʰ a + ⁿd i	amdo1237	1286	34.52	100.48		2 7 9 1 7	AX_AX	CA_TI	41	41.C.C 41.A.V 41._._ 41.T.C 41.I.V	2.0 1.5 0.0 2.0 1.5	tsʰa+ⁿdi	0	2829 2831	tsʰ a - - + ⁿd i -
4230	883_hot	hot	MenbaCuona	Menba (Cuona)	tshe⁵⁵ po⁵³	tshe⁵⁵_po⁵³	tsʰ e ⁵⁵ + p o ⁵³		1286				2 7 8 9 1 7 8	AXT_AXT	CE5_PU3	21	21.C.C 21.E.V 21.5.T 21._._ 21.P.C 21.U.V 21.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsʰe⁵⁵+po⁵³	0	2829 2825	tsʰ e - ⁵⁵ + p o ⁵³
4231	883_hot	hot	MenbaMotuo	Menba (Motuo)	so pho; tsha lo	so_pho	s o + pʰ o		1286				3 7 9 1 7	AX_AX	SU_PU	22	22.S.C 22.U.V 22._._ 22.P.C 22.U.V	2.0 1.5 0.0 2.0 1.5	so+pʰo	0	2834 2825	s - o - + pʰ o -
4232	883_hot	hot	QiangMawo	Qiang (Mawo)	dʐɤː dʐe	dʐɤː_dʐe	ɖʐ ɤː + ɖʐ e	nort2722	1286	32.28	103.19		2 7 9 2 7	AX_AX	CE_CE	32	32.C.C 32.E.V 32._._ 32.C.C 32.E.V	2.0 1.5 0.0 2.0 1.5	ɖʐɤː+ɖʐe	0	2829 2836	ɖʐ ɤː - - + ɖʐ e - -
4233	883_hot	hot	QiangTaoping	Qiang (Taoping)	khye⁵⁵ le³³	khye⁵⁵_le³³	kʰ y e ⁵⁵ + l e ³³	sout2728	1286	31.54	103.38		1 7 7 8 9 5 7 8	AXYT_AXT	KYE5_LE4	33	33.K.C 33.Y.V 33.E.V 33.5.T 33._._ 33.L.C 33.E.V 33.4.T	1.6 3.0 3.0 1.0 0.0 1.6 3.0 1.0	kʰye⁵⁵+le³³	0	2829 2828	kʰ y e ⁵⁵ + l e - ³³
4234	883_hot	hot	PumiTaoba	Pumi (Taoba)	tsɐ⁵⁵ mə⁵³	tsɐ⁵⁵_mə⁵³	ts ɐ ⁵⁵ + m ə ⁵³	nort2723	1286	28.66	101.31		2 7 8 9 4 7 8	AXT_AXT	CE5_ME3	30	30.C.C 30.E.V 30.5.T 30._._ 30.M.C 30.E.V 30.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsɐ⁵⁵+mə⁵³	0	2829 2833	ts ɐ - ⁵⁵ + m ə ⁵³
4235	883_hot	hot	PumiQinghua	Pumi (Qinghua)	tsa⁵⁵	tsa⁵⁵	ts a ⁵⁵	sout2729	1286	27.84	100.62		2 7 8	AXT	CA5	29	29.C.C 29.A.V 29.5.T	1.6 3.0 1.0	tsa⁵⁵	0	2829	ts a - ⁵⁵
4236	883_hot	hot	rGyalrongSomo	rGyalrong (Somo)	kə stsᴇ	kə_stsᴇ	k ə + s ts e̞	jiar1240	1286	31.6	102.23		1 7 9 3 2 7	AX_ACZ	KE_SCE	34	34.K.C 34.E.V 34._._ 34.S.C 34.C.C 34.E.V	2.0 1.5 0.0 2.0 1.5 0.8	kə+stse̞	0	2829 2834	k ə - - + s ts e̞ -
4237	883_hot	hot	Ergong	Ergong	wu tsɛ	wu_tsɛ	w u + ts ɛ	horp1239	1286	31.1	101.72		6 7 9 2 7	AX_AX	WY_CE	8	8.W.C 8.Y.V 8._._ 8.C.C 8.E.V	2.0 1.5 0.0 2.0 1.5	wu+tsɛ	0	2832 2829	- w u - + ts ɛ - -
4238	883_hot	hot	MuyaMinyak	Muya [Minyak]	tsɯ⁵⁵ tsɐ⁵³	tsɯ⁵⁵_tsɐ⁵³	ts ɯ ⁵⁵ + ts ɐ ⁵³	muya1239	1286	29.82	102.2		2 7 8 9 2 7 8	AXT_AXT	CI5_CE3	25	25.C.C 25.I.V 25.5.T 25._._ 25.C.C 25.E.V 25.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsɯ⁵⁵+tsɐ⁵³	0	2829 2837	ts ɯ - ⁵⁵ + ts ɐ ⁵³
4239	883_hot	hot	ZhebaQueyu	Zhaba [Queyu]	ɬu⁵⁵ ɬu⁵⁵	ɬu⁵⁵_ɬu⁵⁵	ɬ u ⁵⁵ + ɬ u ⁵⁵	quey1238	1286	30.31	100.81		5 7 8 9 5 7 8	AXT_AXT	LY5_LY5	51	51.L.C 51.Y.V 51.5.T 51._._ 51.L.C 51.Y.V 51.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ɬu⁵⁵+ɬu⁵⁵	0	2828 2838	ɬ u - ⁵⁵ + ɬ u ⁵⁵
4240	883_hot	hot	Guiqiong	Guiqiong	pɔ³³ mu⁵⁵	pɔ³³_mu⁵⁵	p ɔ ³³ + m u ⁵⁵	guiq1238	1286	30.48	102.13		1 7 8 9 4 7 8	AXT_AXT	PU4_MY5	10	10.P.C 10.U.V 10.4.T 10._._ 10.M.C 10.Y.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pɔ³³+mu⁵⁵	0	2825 2833	p ɔ ³³ + m u ⁵⁵
4241	883_hot	hot	ErsuGanluo	Ersu (Ganluo)	tshɑ⁵⁵	tshɑ⁵⁵	tsʰ ɑ ⁵⁵	ersu1241	1286	29.29	102.21		2 7 8	AXT	CA5	9	9.C.C 9.A.V 9.5.T	1.6 3.0 1.0	tsʰɑ⁵⁵	0	2829	tsʰ ɑ - ⁵⁵
4242	883_hot	hot	Namuyi	Namuyi	tshɿ³³	tshɿ³³	tsʰ ɿ ³³	namu1246	1286	28.59	101.9		2 7 8	AXT	CI4	26	26.C.C 26.I.V 26.4.T	1.6 3.0 1.0	tsʰɿ³³	0	2829	tsʰ ɿ - ³³
4243	883_hot	hot	ShixingXumi	Shixing [Xumi]	ɑ³³ tsiɛ⁵⁵	ɑ³³_tsiɛ⁵⁵	ɑ ³³ + ts i ɛ ⁵⁵	shix1238	1286	28.39	100.4		7 8 9 2 7 7 8	XT_AXYT	A4_CIE5	35	35.A.V 35.4.T 35._._ 35.C.C 35.I.V 35.E.V 35.5.T	3.0 1.0 0.0 1.6 3.0 3.0 1.0	ɑ³³+tsiɛ⁵⁵	0	2827 2829	ɑ ³³ + ts i ɛ ⁵⁵
4244	883_hot	hot	YiXide	Yi (Xide)	tsha³³	tsha³³	tsʰ a ³³	sich1238	1286	28.19	102.12		2 7 8	AXT	CA4	48	48.C.C 48.A.V 48.4.T	1.6 3.0 1.0	tsʰa³³	0	2829	tsʰ a - ³³
4245	883_hot	hot	YiDafang	Yi (Dafang)	tsho²¹	tsho²¹	tsʰ o ²¹	wusa1235	1286	25.77	102.37		2 7 8	AXT	CU3	44	44.C.C 44.U.V 44.3.T	1.6 3.0 1.0	tsʰo²¹	0	2829	tsʰ o - ²¹
4246	883_hot	hot	YiNanjian	Yi (Nanjian)	tshɑ²¹	tshɑ²¹	tsʰ ɑ ²¹	xish1235	1286	24.87	100.71		2 7 8	AXT	CA3	47	47.C.C 47.A.V 47.3.T	1.6 3.0 1.0	tsʰɑ²¹	0	2829	tsʰ ɑ - ²¹
4247	883_hot	hot	YiNanhua	Yi (Nanhua)	ʑi³³ lo³³ mɯ⁵⁵	ʑi³³_lo³³_mɯ⁵⁵	ʑ i ³³ + l o ³³ + m ɯ ⁵⁵	lolo1259	1286	25.5	101.3		3 7 8 9 5 7 8 9 4 7 8	AXT_AXT_AXT	SI4_LU4_MI5	46	46.S.C 46.I.V 46.4.T 46._._ 46.L.C 46.U.V 46.4.T 46._._ 46.M.C 46.I.V 46.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʑi³³+lo³³+mɯ⁵⁵	0	2834 2828 2833	ʑ - i ³³ + l o - ³³ + m ɯ ⁵⁵
4248	883_hot	hot	YiMile	Yi (Mile)	lɛ⁵⁵; mo²¹; mo²¹ lɛ⁵⁵	lɛ⁵⁵	l ɛ ⁵⁵		1286				5 7 8	AXT	LE5	45	45.L.C 45.E.V 45.5.T	1.6 3.0 1.0	lɛ⁵⁵	0	2828	l ɛ - ⁵⁵
4249	883_hot	hot	MojiangYi	Yi (Mojiang)	me³³	me³³	m e ³³	yuan1242	1286				4 7 8	AXT	ME4	24	24.M.C 24.E.V 24.4.T	1.6 3.0 1.0	me³³	0	2833	m e ³³
4250	883_hot	hot	Liso	Lisu	tshɑ⁴⁴; e⁴⁴ tshɑ³³	tshɑ⁴⁴	tsʰ ɑ ⁴⁴	lisu1250	1286	26.91	98.94		2 7 8	AXT	CA5	20	20.C.C 20.A.V 20.5.T	1.6 3.0 1.0	tsʰɑ⁴⁴	0	2829	tsʰ ɑ - ⁴⁴
4251	883_hot	hot	LijangNaxi	Naxi (Lijiang)	dʑi³¹ tshəɹ³³	dʑi³¹_tshəɹ³³	dʑ i ³¹ + tsʰ ə ɹ ³³	naxi1246	1286	27.46	100.18		2 7 8 9 2 7 5 8	AXT_AXLT	CI3_CER4	19	19.C.C 19.I.V 19.3.T 19._._ 19.C.C 19.E.V 19.R.c 19.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	dʑi³¹+tsʰəɹ³³	0	2829 2836	dʑ i - ³¹ + tsʰ ə ɹ ³³
4252	883_hot	hot	YongningNaxi	Naxi (Yongning)	tshɿ¹³	tshɿ¹³	tsʰ ɿ ¹³	naxi1246	1286	27.46	100.18		2 7 8	AXT	CI2	49	49.C.C 49.I.V 49.2.T	1.6 3.0 1.0	tsʰɿ¹³	0	2829	tsʰ ɿ - ¹³
4253	883_hot	hot	BikaHani	Hani (Bika)	ɔ³¹ le⁵⁵	ɔ³¹_le⁵⁵	ɔ ³¹ + l e ⁵⁵		1286				7 8 9 5 7 8	XT_AXT	U3_LE5	3	3.U.V 3.3.T 3._._ 3.L.C 3.E.V 3.5.T	3.0 1.0 0.0 1.6 3.0 1.0	ɔ³¹+le⁵⁵	0	2827 2828	ɔ ³¹ + l e - ⁵⁵
4254	883_hot	hot	HayaHani	Hani (Haya)	lɔ⁵⁵	lɔ⁵⁵	l ɔ ⁵⁵		1286				5 7 8	AXT	LU5	12	12.L.C 12.U.V 12.5.T	1.6 3.0 1.0	lɔ⁵⁵	0	2828	l ɔ - ⁵⁵
4255	883_hot	hot	HaobaiHani	Hani (Haobai)	lu⁵⁵̥	lu⁵⁵	l u ⁵⁵		1286				5 7 8	AXT	LY5	11	11.L.C 11.Y.V 11.5.T	1.6 3.0 1.0	lu⁵⁵	0	2828	l u - ⁵⁵
4256	883_hot	hot	Lahu	Lahu	tshi⁵⁴	tshi⁵⁴	tsʰ i ⁵⁴	lahu1253	1286	21.27	100.21		2 7 8	AXT	CI3	17	17.C.C 17.I.V 17.3.T	1.6 3.0 1.0	tsʰi⁵⁴	0	2829	tsʰ i - ⁵⁴
4257	883_hot	hot	Jinou	Jinuo	ɬo³¹	ɬo³¹	ɬ o ³¹	youl1235	1286	22.05	101.06		5 7 8	AXT	LU3	16	16.L.C 16.U.V 16.3.T	1.6 3.0 1.0	ɬo³¹	0	2828	ɬ o - ³¹
4258	883_hot	hot	DaliBai	Bai (Dali)	ȵe⁴⁴	ȵe⁴⁴	ɲ e ⁴⁴	sout2730	1286	25.52	100.29		4 7 8	AXT	NE5	5	5.N.C 5.E.V 5.5.T	1.6 3.0 1.0	ɲe⁴⁴	0	2826	ɲ - e ⁴⁴
4259	883_hot	hot	JianchuanBai	Bai (Jianchuan)	xuɑ⁴⁴ ɕui³³	xuɑ⁴⁴_ɕui³³	x w ɑ ⁴⁴ + ɕ w i ³³	cent2004	1286	26.17	99.71		3 6 7 8 9 3 6 7 8	ACXT_ACXT	GWA5_SWI4	14	14.G.C 14.W.C 14.A.V 14.5.T 14._._ 14.S.C 14.W.C 14.I.V 14.4.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	xwɑ⁴⁴+ɕwi³³	0	2832 2834	x w ɑ ⁴⁴ + ɕ w i ³³
4260	883_hot	hot	BijangBai	Bai (Bijiang)	ȵi⁵⁵	ȵi⁵⁵	ɲ i ⁵⁵	nort2724	1286	26.93	99.66		4 7 8	AXT	NI5	2	2.N.C 2.I.V 2.5.T	1.6 3.0 1.0	ɲi⁵⁵	0	2826	ɲ - i ⁵⁵
4261	883_hot	hot	Tuja	Tujia	kɯ²¹	kɯ²¹	k ɯ ²¹	nort2732	1286	29.3	109.76		1 7 8	AXT	KI3	42	42.K.C 42.I.V 42.3.T	1.6 3.0 1.0	kɯ²¹	0	2829	k ɯ - ²¹
4262	883_hot	hot	WrittenBurmese	Burmese (Written)	pu²	pu²	p u ²	nucl1310	1286	20.79	93.97		1 7 8	AXT	PY6	43	43.P.C 43.Y.V 43.6.T	1.6 3.0 1.0	pu²	0	2825	p u ²
4263	883_hot	hot	SpokenBurmese	Burmese (Rangoon)	pu²²	pu²²	p u ²²	nucl1310	1286	20.79	93.97		1 7 8	AXT	PY1	36	36.P.C 36.Y.V 36.1.T	1.6 3.0 1.0	pu²²	0	2825	p u ²²
4264	883_hot	hot	Achang	Achang (Longchuan)	pu⁵⁵	pu⁵⁵	p u ⁵⁵	acha1249	1286	24.35	97.74		1 7 8	AXT	PY5	1	1.P.C 1.Y.V 1.5.T	1.6 3.0 1.0	pu⁵⁵	0	2825	p u ⁵⁵
