SID	SWADESH	YAKHONTOV	ENGLISH	CHINESE	LANGUAGE	COGNATE	FORM	CONCEPTICON_ID	CONCEPTICON_GLOSS
42	77	79	stone	石头	18	7	lo⁵⁵ quɑ³³		
42	77	79	stone	石头	19	10	jũ³³ kuɐ⁵⁵		
42	77	79	stone	石头	20	7	lu³³̩ ma⁵⁵		
42	77	79	stone	石头	21	7	lɔ³³ mɔ²¹		
42	77	79	stone	石头	22	7	ka⁵⁵ lo³³		
42	77	79	stone	石头	23	7	lu̱³³		
42	77	79	stone	石头	24	7	lo³³ mo³³		
42	77	79	stone	石头	25	7	lu³³ bɯ²¹		
42	77	79	stone	石头	26	7	lo⁴⁴ tshɿ³⁵		
42	77	79	stone	石头	27	7	lv³³ pɑ³³		
42	77	79	stone	石头	28	7	lɿ³³ mi³³		
42	77	79	stone	石头	29	7	lv̱³³ mɔ³³		
42	77	79	stone	石头	30	7	xa̱³¹ lu̱³³		
42	77	79	stone	石头	31	7	lu³³̥ mɔ³³		
42	77	79	stone	石头	32	32	xᴀ³⁵ pɯ³³ si¹¹		
42	77	79	stone	石头	33	7	lo⁴² mɔ⁴⁴		
42	77	79	stone	石头	34	34	tso⁵³ khui⁵⁵		
42	77	79	stone	石头	35	34	tso⁴² khui⁵⁵		
42	77	79	stone	石头	36	36	tũ⁴²		
42	77	79	stone	石头	37	37	ɣa²¹ pa²¹		
42	77	79	stone	石头	38	7	kjɔk		
42	77	79	stone	石头	39	7	tɕɑuʔ⁴⁴		
42	77	79	stone	石头	40	7	liŋ³¹ kɔʔ⁵⁵; laŋ³¹ kɔʔ⁵⁵		
42	77	79	stone	石头	41	7	lŭ ʔ²¹ kok²¹		
42	77	79	stone	石头	42	7	lauk³¹ tsaŋ³¹		
42	77	79	stone	石头	43	7	luŋ³³		
42	77	79	stone	石头	44	7	lu̱⁵³		
42	77	79	stone	石头	45	7	luŋ⁵⁵		
42	77	79	stone	石头	46	7	n̩³¹ luŋ³¹		
42	77	79	stone	石头	47	7	lɑ̆uŋ³⁵		
42	77	79	stone	石头	48	48	phlɑŋ³⁵		
42	77	79	stone	石头	49	7	ɑ³¹ lɑŋ⁵⁵		
42	77	79	stone	石头	50	7	ɯ lɯŋ		
42	77	79	stone	石头	51	51	kə³³ pɔʴ³³		
43	78	67	sand	石头	1	1	bje ma		
43	78	67	sand	沙子	2	1	tɕhe¹³ ma¹³		
43	78	67	sand	沙子	3	1	ɕe¹³ ma⁵³		
43	78	67	sand	沙子	4	1	ɕe ma		
43	78	67	sand	沙子	5	1	wɕe ma		
43	78	67	sand	沙子	6	1	tɕe¹³ mᴀ⁵³		
43	78	67	sand	沙子	7	7	be tsa		
43	78	67	sand	沙子	8	1	tsəɣz		
43	78	67	sand	沙子	9	1	ʂɑ⁵⁵ tsɿ³¹		
43	78	67	sand	沙子	10	7	bi³⁵ pɐ⁵⁵		
43	78	67	sand	沙子	11	1|7	ʂɑ¹³ pɛ¹³		
43	78	67	sand	沙子	12	12	kə wᴇk		
43	78	67	sand	沙子	13	7	ɦa bu		
43	78	67	sand	沙子	14	1	tɕɯ⁵⁵ mɛ⁵⁵		
43	78	67	sand	沙子	15	1	ɕi³⁵ ma⁵³		
43	78	67	sand	沙子	16	1	ʂɑ⁵⁵ ʂɑ⁵⁵		
43	78	67	sand	沙子	17	17	əʴ⁵⁵ khuɑ⁵⁵ zɿ³³ zɿ⁵⁵		
43	78	67	sand	沙子	18	7	lo⁵⁵ ʂɑ³³		
43	78	67	sand	沙子	19	19	mei³⁵		
43	78	67	sand	沙子	20	19|1	m̥u⁴⁴ ʂɿ³³		
43	78	67	sand	沙子	21	21|19	lɔ³³ xa³³ mo³³		
43	78	67	sand	沙子	22	21|1	xa²¹ ʂa³³		
43	78	67	sand	沙子	23	21|1	xɛ²¹ ʂɛ̱³³		
43	78	67	sand	沙子	24	21	lu̱³³ xᴀ²¹ zo²¹		
43	78	67	sand	沙子	25	1	lu³³ sɛ³³		
43	78	67	sand	沙子	26	21	lo⁴⁴ tʃhi³¹ xɯ³¹		
43	78	67	sand	沙子	27	21	ʂə³¹		
43	78	67	sand	沙子	28	1	tʂe³¹ mv¹³		
43	78	67	sand	沙子	29	1	tshɔ³¹ se³¹		
43	78	67	sand	沙子	30	21	xa⁵⁵ tshe⁵⁵		
43	78	67	sand	沙子	31	19	mu⁵⁵ tʃhɛ⁵⁵		
43	78	67	sand	沙子	32	1	sᴀi³⁵ si¹¹		
43	78	67	sand	沙子	33	19	mɯ⁴² ɕi³³		
43	78	67	sand	沙子	34	1	so⁵⁵ tsi⁴⁴		
43	78	67	sand	沙子	35	1	so⁵⁵ tsi³³		
43	78	67	sand	沙子	36	1	ɕo⁵⁵ ji²¹		
43	78	67	sand	沙子	37	1	sa⁵⁵ tsi⁵⁵		
43	78	67	sand	沙子	38	1	thɑi³		
43	78	67	sand	沙子	39	1	tθɛ⁵⁵		
43	78	67	sand	沙子	40	1	să³¹ leʔ⁵⁵		
43	78	67	sand	沙子	41	1	să²¹ mui⁵¹		
43	78	67	sand	沙子	42	19	ma³¹ ʃɔ³¹		
43	78	67	sand	沙子	43	43	ɑ³¹ tɿʂh⁵³		
43	78	67	sand	沙子	44	19	mɯe³⁵ ɑ⁵⁵		
43	78	67	sand	沙子	45	1	tsɯ³¹ wɑ̆ʔ⁵⁵		
43	78	67	sand	沙子	46	1	tsai³¹ pʒu³¹		
43	78	67	sand	沙子	47	47	kɑ³¹ ɕiŋ³⁵		
43	78	67	sand	沙子	48	7	tɑ³¹ pi⁵⁵		
43	78	67	sand	沙子	49	7	ɑ⁵⁵ pi⁵⁵		
43	78	67	sand	沙子	50	1	dʑe mə		
43	78	67	sand	沙子	51	1	pɹæʴ³³ tsət³³		
17	79	17	earth	地	1	1	sa		
17	79	17	earth	地	2	1	sa⁵³		
17	79	17	earth	地	3	1	sha⁵³		
17	79	17	earth	地	4	1	sha		
17	79	17	earth	地	5	1	sha		
17	79	17	earth	地	6	1	sᴀ⁵³		
17	79	17	earth	地	7	1	sa		
17	79	17	earth	地	8	1	zəp		
17	79	17	earth	地	9	1	zuə³¹ pə³³		
17	79	17	earth	地	10	10	tɕa⁵³		
17	79	17	earth	地	11	10	tʃɑ⁵⁵		
17	79	17	earth	地	12	10	ta tʂo		
17	79	17	earth	地	13	10	vɕɛ		
17	79	17	earth	地	14	10	tsa⁵³		
17	79	17	earth	地	15	10	tʂɛ⁵³		
17	79	17	earth	地	16	10	dʑɑ̃³⁵		
17	79	17	earth	地	17	10	tʃhu⁵⁵ li⁵⁵		
17	79	17	earth	地	18	18	sɛ⁵⁵ zu⁵⁵ ndʑo⁵⁵ mbɑ⁵⁵		
17	79	17	earth	地	19	10	tɕɛ⁵⁵		
17	79	17	earth	地	20	10	tsa³³		
17	79	17	earth	地	21	21	ȵi¹³ m̩u⁵⁵		
17	79	17	earth	地	22	21	n̩ɿ⁵⁵ tshɿ²¹		
17	79	17	earth	地	23	21	ȵi¹⁵⁵		
17	79	17	earth	地	24	21	ni̱⁵⁵ nᴀ̱³³		
17	79	17	earth	地	25	21	ne̱²¹ mi⁵⁵		
17	79	17	earth	地	26	21	ni⁵⁵ he³¹		
17	79	17	earth	地	27	10	tʂɯ³³		
17	79	17	earth	地	28	10	tʂe³³		
17	79	17	earth	地	29	29	me⁵⁵ tshɔ³¹		
17	79	17	earth	地	30	29	mi⁵⁵ tsha³¹		
17	79	17	earth	地	31	29	mɛ⁵⁵ tshɔ³¹		
17	79	17	earth	地	32	29	mi³¹ kɯ³¹		
17	79	17	earth	地	33	29	mi³¹ tsha³³		
17	79	17	earth	地	34	10	tɕi³¹		
17	79	17	earth	地	35	10	tɕi³¹		
17	79	17	earth	地	36	21	ne²¹ phu⁵⁵		
17	79	17	earth	地	37	37	phɯe³⁵ thi⁵⁵		
17	79	17	earth	地	38	29	mre² kri³		
17	79	17	earth	地	39	29	mje²² tɕi⁵⁵		
17	79	17	earth	地	40	40	ȵon⁵⁵		
17	79	17	earth	地	41	29	mji⁵¹ kuŋ⁵¹		
17	79	17	earth	地	42	29	mjik³¹ tsa̱i³⁵		
17	79	17	earth	地	43	43	ɑ³¹ sɑ⁵³		
17	79	17	earth	地	44	29	mɹi³⁵ ɑ⁵⁵		
17	79	17	earth	地	45	1	ɑ³¹ sɑ⁵⁵		
17	79	17	earth	地	46	46	ka⁵⁵		
17	79	17	earth	地	47	47	nɑi³⁵		
17	79	17	earth	地	48	48	khɯ³¹ lɑi⁵⁵		
17	79	17	earth	地	49	29	mɑ⁵⁵ tiŋ⁵⁵		
17	79	17	earth	地	50	50	kə te		
17	79	17	earth	地	51	51	mə³³ ɟɛ⁵³		
6	80	9	cloud	云	1	1	sprin pa		
6	80	9	cloud	云	2	1	tʂĩ⁵⁵ pa⁵³		
6	80	9	cloud	云	3	1	tʂin⁵⁵		
6	80	9	cloud	云	4	1	ʂən		
6	80	9	cloud	云	5	1	ʂən		
6	80	9	cloud	云	6	6	sᴀ⁵⁵ cᴀʔ⁵³		
6	80	9	cloud	云	7	7	muk pa		
6	80	9	cloud	云	8	8	zdɤm		
6	80	9	cloud	云	9	8	χde³³		
6	80	9	cloud	云	10	8	zə⁵⁵ rẽ⁵⁵		
6	80	9	cloud	云	11	8	sdĩ⁵⁵		
6	80	9	cloud	云	12	8	zdᴇm		
6	80	9	cloud	云	13	8	zdo mɛ		
6	80	9	cloud	云	14	8	ndɯ³³ ʐe³⁵		
6	80	9	cloud	云	15	15	xu⁵⁵ pa⁵³		
6	80	9	cloud	云	16	8	ʐɔ³⁵̃ kuɛ³⁵̃		
6	80	9	cloud	云	17	8	tsɛ⁵⁵		
6	80	9	cloud	云	18	8	tʂu³³		
6	80	9	cloud	云	19	8	tɕi⁵⁵ rɑ̃³³		
6	80	9	cloud	云	20	8	m̩u³³ ti³³		
6	80	9	cloud	云	21	8	tie³³		
6	80	9	cloud	云	22	7|8	ɑ⁵⁵ m̩u̪²¹ ti⁵⁵		
6	80	9	cloud	云	23	8	ti³³		
6	80	9	cloud	云	24	8	tɛ³³		
6	80	9	cloud	云	25	8	tɛ⁵⁵		
6	80	9	cloud	云	26	7	mu⁴⁴ ku⁵⁵		
6	80	9	cloud	云	27	8	tɕi³¹		
6	80	9	cloud	云	28	8	tɕi³³		
6	80	9	cloud	云	29	8	ni̱³¹ tshi³¹		
6	80	9	cloud	云	30	8	dʑo³¹ xø³¹		
6	80	9	cloud	云	31	8	u³¹ tu⁵⁵		
6	80	9	cloud	云	32	7	mo³¹		
6	80	9	cloud	云	33	7|8	mɯ³³ tjɐ³³		
6	80	9	cloud	云	34	34	ŋv²¹		
6	80	9	cloud	云	35	34	ŋv²¹		
6	80	9	cloud	云	36	7	mɯ²¹ ko⁴²		
6	80	9	cloud	云	37	7	mɯe³⁵ la⁵⁵ ɣoŋ²¹		
6	80	9	cloud	云	38	8	tim²		
6	80	9	cloud	云	39	8	tẽ²²		
6	80	9	cloud	云	40	40	xaŋ³¹ tɕin³¹		
6	80	9	cloud	云	41	7	mu̱t⁵⁵ mau⁵⁵		
6	80	9	cloud	云	42	42	tʃa̱m³¹ thɔi³⁵		
6	80	9	cloud	云	43	7	io³¹ mɯn⁵⁵		
6	80	9	cloud	云	44	7	tʂhuẽ³¹ mɔ⁵⁵		
6	80	9	cloud	云	45	45|7	ɹɯ³¹ mɯ̆t⁵⁵		
6	80	9	cloud	云	46	46|7	să³³ mui³³		
6	80	9	cloud	云	47	47|7	kɑ⁵⁵ mɑ̆i³⁵		
6	80	9	cloud	云	48	7	ɑ³¹ m̩⁵⁵		
6	80	9	cloud	云	49	7	ɑ⁵⁵ mu⁵⁵		
6	80	9	cloud	云	50	50|7	dɑŋ muk		
6	80	9	cloud	云	51	8	kə³³ tɯ³³		
46	81	75	smoke	烟	1	1	du ba		
46	81	75	smoke	烟	2	1	tho¹⁵		
46	81	75	smoke	烟	3	1	to¹³		
46	81	75	smoke	烟	4	1	tə wa		
46	81	75	smoke	烟	5	1	to		
46	81	75	smoke	烟	6	6	me¹³ kun⁵⁵		
46	81	75	smoke	烟	7	6	mu gu		
46	81	75	smoke	烟	8	6	mu xu		
46	81	75	smoke	烟	9	6	mə³¹ khuə⁵⁵		
46	81	75	smoke	烟	10	6	xio³⁵		
46	81	75	smoke	烟	11	6	skhiɯ¹³		
46	81	75	smoke	烟	12	6	tɐ khə		
46	81	75	smoke	烟	13	6	mkhɯ lɯ		
46	81	75	smoke	烟	14	6	mũ³⁵ khɯ⁵⁵		
46	81	75	smoke	烟	15	6	khu⁵³		
46	81	75	smoke	烟	16	6	mø³³ xø⁵³		
46	81	75	smoke	烟	17	6	mɛ³³ ŋkhɛ⁵⁵		
46	81	75	smoke	烟	18	6	mu⁵⁵ ŋkhu³³		
46	81	75	smoke	烟	19	6	ȵɛ³³ qhuɐ⁵⁵		
46	81	75	smoke	烟	20	6	m̩u³³ ku³³		
46	81	75	smoke	烟	21	6	m̩u³³ kɯ³³		
46	81	75	smoke	烟	22	22	ʑĩ³³		
46	81	75	smoke	烟	23	6	ᴀ⁵⁵ khɯ³³		
46	81	75	smoke	烟	24	22	mu̱³³ tɯ̱⁵⁵ se̱²¹		
46	81	75	smoke	烟	25	6	ᴀ⁵⁵ khɯ³³		
46	81	75	smoke	烟	26	6	mu³¹ khu³¹		
46	81	75	smoke	烟	27	6	mɯ⁵⁵ khɯ³¹		
46	81	75	smoke	烟	28	6	mv³¹ khv¹³		
46	81	75	smoke	烟	29	29	mi³¹ tshi³¹		
46	81	75	smoke	烟	30	6	a³¹ xø³¹		
46	81	75	smoke	烟	31	6	ɣu³¹ xu³¹		
46	81	75	smoke	烟	32	6	mu⁵³ qhɔ⁵³		
46	81	75	smoke	烟	33	6	mi³³ tɕhø³³		
46	81	75	smoke	烟	34	34	xui³³ jeʴ⁵⁵		
46	81	75	smoke	烟	35	35	xui³³ ɕɛ⁵⁵̃		
46	81	75	smoke	烟	36	34	fi³³ je⁵⁵		
46	81	75	smoke	烟	37	6	khɯe³⁵ kha²¹		
46	81	75	smoke	烟	38	6	mi³ kho³		
46	81	75	smoke	烟	39	6	mi⁵⁵ kho⁵⁵		
46	81	75	smoke	烟	40	6	ni³¹ xau³¹		
46	81	75	smoke	烟	41	6	mji²¹ khau²¹		
46	81	75	smoke	烟	42	6	mji³⁵ khuk⁵⁵		
46	81	75	smoke	烟	43	43	tɕhɛ³¹ mi³¹ ʔum⁵⁵		
46	81	75	smoke	烟	44	6	khɯ⁵⁵		
46	81	75	smoke	烟	45	45	mɯ³¹ ɯ⁵⁵		
46	81	75	smoke	烟	46	6	wan³¹ khut³¹		
46	81	75	smoke	烟	47	6	tɑ³¹ khɯi⁵³		
46	81	75	smoke	烟	48	6	mɑ³¹ khɯu⁵³		
46	81	75	smoke	烟	49	6	khɯu⁵³		
46	81	75	smoke	烟	50	6	mɯ kɯː		
46	81	75	smoke	烟	51	6	bæ³³ kɯ³³		
45	82	23	fire	火	1	1	me		
45	82	23	fire	火	2	1	me¹³		
45	82	23	fire	火	3	1	ȵe⁵³		
45	82	23	fire	火	4	1	ȵe		
45	82	23	fire	火	5	1	mȵe		
45	82	23	fire	火	6	1	me¹³		
45	82	23	fire	火	7	1	mi		
45	82	23	fire	火	8	1	mə		
45	82	23	fire	火	9	1	mi³³		
45	82	23	fire	火	10	1	mɐ³⁵		
45	82	23	fire	火	11	1	mɐ¹³		
45	82	23	fire	火	12	12	tə mtʃik		
45	82	23	fire	火	13	1	wmɯ		
45	82	23	fire	火	14	1	mɯ⁵³		
45	82	23	fire	火	15	1	mɐ³⁵		
45	82	23	fire	火	16	1	mɪ³³̃ tɑ⁵³		
45	82	23	fire	火	17	1	mɛ⁵⁵		
45	82	23	fire	火	18	1	mi⁵⁵		
45	82	23	fire	火	19	1	ȵɛ³⁵		
45	82	23	fire	火	20	1	m̩u²¹ tu⁵⁵		
45	82	23	fire	火	21	1	m̩u³³ tɔ⁵⁵		
45	82	23	fire	火	22	22	a⁵⁵ to²¹		
45	82	23	fire	火	23	22	ᴀ³³ tu̱³³		
45	82	23	fire	火	24	1	mu̱³³ tɯ̱⁵⁵		
45	82	23	fire	火	25	1|22	mᴀ³³ tu̱²¹		
45	82	23	fire	火	26	22	ɑ⁵⁵ to⁵⁵		
45	82	23	fire	火	27	1	mi³³		
45	82	23	fire	火	28	1	mv³³		
45	82	23	fire	火	29	1	mi³¹ tsɔ³¹		
45	82	23	fire	火	30	1	mi³¹ dza³¹		
45	82	23	fire	火	31	1	mi³¹ tsɔ³¹		
45	82	23	fire	火	32	1	ᴀ³¹ mi³¹		
45	82	23	fire	火	33	1	mi³³		
45	82	23	fire	火	34	34	xui³³		
45	82	23	fire	火	35	34	xui³³		
45	82	23	fire	火	36	34	fi³³		
45	82	23	fire	火	37	1	mi⁵⁵		
45	82	23	fire	火	38	1	mi³		
45	82	23	fire	火	39	1	mi⁵⁵		
45	82	23	fire	火	40	40	poi³¹		
45	82	23	fire	火	41	1	mji²¹		
45	82	23	fire	火	42	1	mji³⁵		
45	82	23	fire	火	43	1	tɕhɛ³¹ mi⁵⁵		
45	82	23	fire	火	44	1	mi⁵⁵		
45	82	23	fire	火	45	1	tɯ³¹ mi⁵⁵		
45	82	23	fire	火	46	46	wan³¹		
45	82	23	fire	火	47	1	mɑ̆i⁵³		
45	82	23	fire	火	48	1	nɑ³¹ mɯn⁵⁵		
45	82	23	fire	火	49	1	mɑ⁵⁵ mɹu⁵⁵		
45	82	23	fire	火	50	1	ə mə		
45	82	23	fire	火	51	51	bæ³³		
472	83		ash	灰	1	1	go thal		
472	83		ash	灰	2	1	kho¹³ thɛ⁵⁵		
472	83		ash	灰	3	1	ko¹³ the⁵³		
472	83		ash	灰	4	1	tha		
472	83		ash	灰	5	5	rdu		
472	83		ash	灰	6	6	plᴀ¹³		
472	83		ash	灰	7	1	thu lu		
472	83		ash	灰	8	8	tɕi ɕi buʐ		
472	83		ash	灰	9	9	mə³³ bʐi²⁴¹		
472	83		ash	灰	10	10	lyɛ⁵³		
472	83		ash	灰	11	10	lyə⁵⁵		
472	83		ash	灰	12	12	scça kha lap pkᴇ		
472	83		ash	灰	13	13	vɕɛ		
472	83		ash	灰	14	10	rɐ³⁵		
472	83		ash	灰	15	15	phi⁵³		
472	83		ash	灰	16	16	tʂhɿ⁵³		
472	83		ash	灰	17	17	əʴ⁵⁵		
472	83		ash	灰	18	10	la³⁵		
472	83		ash	灰	19	15	pɑ³³ ji³⁵		
472	83		ash	灰	20	10	khɯ²¹ ɬa³³		
472	83		ash	灰	21	9	kho⁵⁵ m̩u²¹		
472	83		ash	灰	22	22	khu̪²¹ tshɑ³⁵;		
472	83		ash	灰	23	9	khu²¹ mɯ³³		
472	83		ash	灰	24	10	kho²¹ lo³³		
472	83		ash	灰	25	15	kho²¹ phɛ²¹		
472	83		ash	灰	26	26	kho³¹ hɑ³³		
472	83		ash	灰	27	9	mbv³³ tɕhi³³; ɣɯ³³		
472	83		ash	灰	28	10	luə¹³		
472	83		ash	灰	29	10	kha³¹ la⁵⁵; khɔ³¹ li⁵⁵		
472	83		ash	灰	30	10	xa³¹ le⁵⁵		
472	83		ash	灰	31	10	lɛ⁵⁵̥ v̩³¹ lɛ⁵⁵̥ tshɔ⁵⁵		
472	83		ash	灰	32	9	mə³³ e³³		
472	83		ash	灰	33	9	a³³ mɐ³³		
472	83		ash	灰	34	34	su⁵⁵		
472	83		ash	灰	35	34	su⁵⁵		
472	83		ash	灰	36	34	ɕu⁵⁵		
472	83		ash	灰	37	15	pu²¹ tshi³⁵		
472	83		ash	灰	38	15	prɑ²		
472	83		ash	灰	39	15	pjɑ²²		
472	83		ash	灰	40	40	ŋă³¹ ʐap³⁵		
472	83		ash	灰	41	9	mji²¹ mop⁵⁵		
472	83		ash	灰	42	9	mjĭ³⁵ map⁵⁵		
472	83		ash	灰	43	15	phɯ³¹ iɛ³¹		
472	83		ash	灰	44	10	ɬɯ³⁵		
472	83		ash	灰	45	15	pɑ⁵⁵ pu⁵⁵		
472	83		ash	灰	46	1	tap³¹		
472	83		ash	灰	47	9	tɯ³¹ mɑuŋ³⁵		
472	83		ash	灰	48	48	gu⁵³		
472	83		ash	灰	49	48	i⁵⁵ gu⁵⁵		
472	83		ash	灰	50	9	mə reː		
472	83		ash	灰	51	51	bæ³³ ɣək³³		
474	85		path	路	1	1	lam		
474	85		path	路	2	1	laŋ¹⁵ kaʔ⁵³		
474	85		path	路	3	1	lɑŋ¹³		
474	85		path	路	4	1	lam		
474	85		path	路	5	1	lam		
474	85		path	路	6	1	lem¹³		
474	85		path	路	7	1	lam		
474	85		path	路	8	8	guʴ βɑ		
474	85		path	路	9	9	ʁo³³ dʐe³³		
474	85		path	路	10	9	ruɐ⁵³		
474	85		path	路	11	9	ʐuɐ⁵⁵		
474	85		path	路	12	9	tʂə la		
474	85		path	路	13	9	tɕɛ		
474	85		path	路	14	9	dʑɐ³⁵ lɐ⁵³		
474	85		path	路	15	9	ʐə³⁵		
474	85		path	路	16	16	fu⁵⁵ tɕɑ⁵⁵		
474	85		path	路	17	9	rɿ⁵⁵ phɑ⁵⁵		
474	85		path	路	18	8	əʴ⁵⁵ gu⁵⁵		
474	85		path	路	19	9	rɑ⁵⁵ ɦũ³³		
474	85		path	路	20	8	ga²¹ mo²¹		
474	85		path	路	21	9	dʑo²¹		
474	85		path	路	22	8	gɑ⁵⁵ mɑ³³		
474	85		path	路	23	9	dʑu³³ mo³³		
474	85		path	路	24	9	tʂo³³ mᴀ³³		
474	85		path	路	25	9	dzo²¹ mo²¹		
474	85		path	路	26	9	dʒɛ⁴⁴ gu⁴⁴		
474	85		path	路	27	9	zɯ³³ gv³³		
474	85		path	路	28	9	ʐə³¹		
474	85		path	路	29	29	ja⁵⁵ mɔ³³		
474	85		path	路	30	8	ga⁵⁵ ma³³		
474	85		path	路	31	8	kɔ⁵⁵ mɔ³³		
474	85		path	路	32	9	zᴀ³¹ qɔ³³		
474	85		path	路	33	8	jɔ³³ khɔ³³		
474	85		path	路	34	34	thu³³		
474	85		path	路	35	34	thu³³		
474	85		path	路	36	34	ʈhu³³		
474	85		path	路	37	1	la⁵³		
474	85		path	路	38	1	lɑm³		
474	85		path	路	39	1	lɑ̃⁵⁵		
474	85		path	路	40	40	xʐua⁵⁵; xa⁵⁵ mʐua³¹		
474	85		path	路	41	8	khjo⁵¹		
474	85		path	路	42	8	khjɔ³¹		
474	85		path	路	43	34	thi³¹ ɹɑ³¹		
474	85		path	路	44	8	khɹɑ³⁵ phɹɔ³⁵̃		
474	85		path	路	45	1	mɯ³¹ lŏ ŋ⁵³		
474	85		path	路	46	1	lam³³		
474	85		path	路	47	1	bloŋ³⁵; lam⁵⁵		
474	85		path	路	48	1	ɑ³¹ lim⁵⁵		
474	85		path	路	49	1	ɑ³¹ lioŋ³⁵		
474	85		path	路	50	1	lam tə		
474	85		path	路	51	9	pə³³ zuɛ³³		
25	86	50	mountain	山	1	1	ri		
25	86	50	mountain	山	2	1	ri¹³		
25	86	50	mountain	山	3	1	ri³¹		
25	86	50	mountain	山	4	1	rə		
25	86	50	mountain	山	5	1	rə		
25	86	50	mountain	山	6	1	ri¹³		
25	86	50	mountain	山	7	1	ri wu		
25	86	50	mountain	山	8	8	qhsəp		
25	86	50	mountain	山	9	1	tshuə⁵⁵		
25	86	50	mountain	山	10	1	ri⁵³		
25	86	50	mountain	山	11	11	sGo¹³		
25	86	50	mountain	山	12	12	ta wat		
25	86	50	mountain	山	13	11	qa		
25	86	50	mountain	山	14	14	mbo⁵⁵		
25	86	50	mountain	山	15	1	ri³⁵		
25	86	50	mountain	山	16	1	ʐɿ³⁵		
25	86	50	mountain	山	17	14	nbi⁵⁵		
25	86	50	mountain	山	18	11	gɛ³³ ku³³		
25	86	50	mountain	山	19	19	dʐũ⁵³ lɑ⁵⁵		
25	86	50	mountain	山	20	14	bo³³		
25	86	50	mountain	山	21	14	bɯ²¹		
25	86	50	mountain	山	22	11	khu̪⁵⁵ dʐɿ²¹		
25	86	50	mountain	山	23	23	ɣo²¹ mɛ²¹; ɣo²¹ me²¹		
25	86	50	mountain	山	24	14	po³³; lɛ³³		
25	86	50	mountain	山	25	14	bɯ²¹		
25	86	50	mountain	山	26	11	ko⁴⁴; wɑ³¹ tʃe⁴⁴		
25	86	50	mountain	山	27	27	ndʑy³¹		
25	86	50	mountain	山	28	23	ɣuɑ³³		
25	86	50	mountain	山	29	29	ju³¹ mɔ³³		
25	86	50	mountain	山	30	11	xɔ⁵⁵ gɔ³¹		
25	86	50	mountain	山	31	11	kv³¹̩ tʃv³¹̩		
25	86	50	mountain	山	32	11	qhɔ³³		
25	86	50	mountain	山	33	23	ɣɯ³¹ tha⁵⁵		
25	86	50	mountain	山	34	34	sv⁵³		
25	86	50	mountain	山	35	34	sṽ⁴²		
25	86	50	mountain	山	36	34	ʂẽʴ⁵⁵		
25	86	50	mountain	山	37	11	khu⁵⁵ tsa⁵⁵		
25	86	50	mountain	山	38	38	tɔŋ²		
25	86	50	mountain	山	39	38	tɑũ²²		
25	86	50	mountain	山	40	14	pum⁵⁵		
25	86	50	mountain	山	41	14	pum⁵¹		
25	86	50	mountain	山	42	14	pam³¹		
25	86	50	mountain	山	43	1	ɹɿ³¹ ʔuŋ⁵⁵		
25	86	50	mountain	山	44	44	ŋu³⁵ ɑ⁵⁵		
25	86	50	mountain	山	45	45	lɯ³¹ kɑ⁵⁵		
25	86	50	mountain	山	46	14	pum³¹		
25	86	50	mountain	山	47	47	ɑ³¹ dzɑu³⁵		
25	86	50	mountain	山	48	48	thɯi⁵⁵ jɑ⁵⁵		
25	86	50	mountain	山	49	49	mɑ³¹ jɒ³⁵		
25	86	50	mountain	山	50	11	o go		
25	86	50	mountain	山	51	11	gɹaŋ³³		
837	87	62	red	红	1	1	dmar po		
837	87	62	red	红	2	1	ma⁵⁵ po⁵³		
837	87	62	red	红	3	1	ma⁵⁵ bo⁵³		
837	87	62	red	红	4	1	hma ro		
837	87	62	red	红	5	1	ɣma ro		
837	87	62	red	红	6	6	leu⁵⁵		
837	87	62	red	红	7	7	tsa lo		
837	87	62	red	红	8	8	ɕi zi		
837	87	62	red	红	9	9	χȵi³¹ ȵi³³		
837	87	62	red	红	10	9	ȵɛ⁵⁵ mə⁵³		
837	87	62	red	红	11	9	ȵø⁵⁵		
837	87	62	red	红	12	9	kə wu rnᴇ		
837	87	62	red	红	13	9	nɣiŋ nɣi		
837	87	62	red	红	14	9	ni⁵⁵ ni³³		
837	87	62	red	红	15	9	n̥i⁵⁵ n̥i⁵⁵		
837	87	62	red	红	16	9	ȵi⁵⁵ xĩ⁵⁵		
837	87	62	red	红	17	9	ȵi⁵⁵		
837	87	62	red	红	18	6	ɬo⁵⁵ xo³³		
837	87	62	red	红	19	19	hĩ³⁵ liɛ³³ liɛ³³		
837	87	62	red	红	20	9	a³³ n̥i³³		
837	87	62	red	红	21	9	nɯ²¹		
837	87	62	red	红	22	9	n̩ɿ⁵⁵		
837	87	62	red	红	23	9	ȵi³³		
837	87	62	red	红	24	9	ni³³		
837	87	62	red	红	25	9	nɯ⁵⁵		
837	87	62	red	红	26	9	sɿ³¹; ne³³		
837	87	62	red	红	27	19	xy³¹		
837	87	62	red	红	28	19	xv³³		
837	87	62	red	红	29	9	nɤ⁵⁵		
837	87	62	red	红	30	9	ȵi⁵⁵		
837	87	62	red	红	31	9	ȵi⁵⁵		
837	87	62	red	红	32	9	ni³⁵		
837	87	62	red	红	33	9	a³³ nɯ⁴⁴		
837	87	62	red	红	34	34	tsheʴ⁴⁴		
837	87	62	red	红	35	34	tshɛ⁴⁴		
837	87	62	red	红	36	34	ʈhɑ̃⁴⁴		
